,date,gdp_ARA,gdp_BFC,gdp_BRE,gdp_CVL,gdp_COR,gdp_GES,gdp_HDF,gdp_IDF,gdp_NOR,gdp_NAQ,gdp_OCC,gdp_PDL,gdp_PAC
0,2010-01-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
1,2010-02-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
2,2010-03-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
3,2010-04-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
4,2010-05-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
5,2010-06-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
6,2010-07-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
7,2010-08-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
8,2010-09-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
9,2010-10-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
10,2010-11-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
11,2010-12-01,225165.722898117,70109.28450409186,81299.45068366289,65690.5012057491,7923.515906891832,142866.82203058086,144983.73963221099,609979.4849318295,85549.67184347141,148172.23962077498,140183.73384580205,96709.07374545533,143112.5758656397
12,2011-01-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
13,2011-02-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
14,2011-03-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
15,2011-04-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
16,2011-05-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
17,2011-06-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
18,2011-07-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
19,2011-08-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
20,2011-09-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
21,2011-10-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
22,2011-11-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
23,2011-12-01,235357.20789589698,72588.2907178991,85011.05511126202,67831.191045608,8250.710059272176,148739.0874226534,150222.93317743886,615750.0767016857,88601.97414122339,154505.32671581634,146556.84717639908,101976.3844633935,146235.11180931993
24,2012-01-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
25,2012-02-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
26,2012-03-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
27,2012-04-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
28,2012-05-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
29,2012-06-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
30,2012-07-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
31,2012-08-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
32,2012-09-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
33,2012-10-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
34,2012-11-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
35,2012-12-01,237266.2940567779,71496.34688096702,86154.19756328627,68243.74982702595,8341.352942536665,147276.09809149438,150400.28753204766,629506.9421407259,88929.91165301204,156646.6201489422,149653.16309885267,103234.6484896046,150297.76814202947
36,2013-01-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
37,2013-02-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
38,2013-03-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
39,2013-04-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
40,2013-05-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
41,2013-06-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
42,2013-07-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
43,2013-08-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
44,2013-09-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
45,2013-10-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
46,2013-11-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
47,2013-12-01,240201.1691898764,71834.91591105262,87600.59310260034,68750.75822421459,8470.375152363213,149011.22941709528,152133.1843344767,643624.2039233266,89839.72070586476,157717.5942372057,151741.81694999555,104948.39804015007,149988.49172422304
48,2014-01-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
49,2014-02-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
50,2014-03-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
51,2014-04-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
52,2014-05-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
53,2014-06-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
54,2014-07-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
55,2014-08-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
56,2014-09-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
57,2014-10-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
58,2014-11-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
59,2014-12-01,244275.0,73119.0,89654.0,69131.0,8592.0,150621.0,153494.0,652859.0,90075.0,160880.0,155320.0,106990.0,152061.0
60,2015-01-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
61,2015-02-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
62,2015-03-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
63,2015-04-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
64,2015-05-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
65,2015-06-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
66,2015-07-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
67,2015-08-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
68,2015-09-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
69,2015-10-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
70,2015-11-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
71,2015-12-01,250120.0,73942.0,91910.0,70355.0,8868.0,152170.0,156922.0,668823.0,91740.0,163898.0,159115.0,109767.0,154879.0
